,,,,,,,,,,,,inference_time
0,0,0,0,0,1,1,0,0,1,1,0,2.841213226
0,0,0,0,0,1,1,0,0,1,1,1,2.919087648
0,0,0,0,0,1,1,0,1,0,0,0,2.946742058
0,0,0,0,0,1,1,0,1,0,0,1,2.827015162
0,0,0,0,0,1,1,0,1,0,1,0,2.85605073
0,0,0,0,0,1,1,0,1,0,1,1,2.847699881
0,0,0,0,0,1,1,0,1,1,0,0,2.893254519
0,0,0,0,0,1,1,0,1,1,0,1,2.840028524
0,0,0,0,0,1,1,0,1,1,1,0,2.856228352
0,0,0,0,0,1,1,0,1,1,1,1,2.848317385
0,0,0,0,0,1,1,1,0,0,0,0,2.866782904
0,0,0,0,0,1,1,1,0,0,0,1,2.874345779
0,0,0,0,0,1,1,1,0,0,1,0,2.849164009
0,0,0,0,0,1,1,1,0,0,1,1,2.831355333
0,0,0,0,0,1,1,1,0,1,0,0,2.877193689
0,0,0,0,0,1,1,1,0,1,0,1,2.841537476
0,0,0,0,0,1,1,1,0,1,1,0,2.918641806
0,0,0,0,0,1,1,1,0,1,1,1,2.895411015
0,0,0,0,0,1,1,1,1,0,0,0,2.900930643
0,0,0,0,0,1,1,1,1,0,0,1,2.905941963
0,0,0,0,0,1,1,1,1,0,1,0,2.842202187
0,0,0,0,0,1,1,1,1,0,1,1,62.33750343
0,0,0,0,0,1,1,1,1,1,0,0,62.74918437
0,0,0,0,0,1,1,1,1,1,0,1,62.4135294
0,0,0,0,0,1,1,1,1,1,1,0,62.06457162
0,0,0,0,0,1,1,1,1,1,1,1,61.95397091
0,0,0,0,1,0,0,0,0,0,0,0,17.05838847
0,0,0,0,1,0,0,0,0,0,0,1,16.73450541
0,0,0,0,1,0,0,0,0,0,1,0,16.98078847
0,0,0,0,1,0,0,0,0,0,1,1,16.99370742
0,0,0,0,1,0,0,0,0,1,0,0,17.12232113
0,0,0,0,1,0,0,0,0,1,0,1,0.766689777
0,0,0,0,1,0,0,0,0,1,1,0,8.476617336
0,0,0,0,1,0,0,0,0,1,1,1,17.73649669
0,0,0,0,1,0,0,0,1,0,0,0,16.83628845
0,0,0,0,1,0,0,0,1,0,0,1,16.96398306
0,0,0,0,1,0,0,0,1,0,1,0,16.99996376
0,0,0,0,1,0,0,0,1,0,1,1,16.83002329
0,0,0,0,1,0,0,0,1,1,0,0,16.90195918
0,0,0,0,1,0,0,0,1,1,0,1,16.64374065
0,0,0,0,1,0,0,0,1,1,1,0,17.07340097
0,0,0,0,1,0,0,0,1,1,1,1,16.894279
0,0,0,0,1,0,0,1,0,0,0,0,16.90951896
0,0,0,0,1,0,0,1,0,0,0,1,16.92079568
0,0,0,0,1,0,0,1,0,0,1,0,16.80997229
0,0,0,0,1,0,0,1,0,0,1,1,16.53723407
0,0,0,0,1,0,0,1,0,1,0,0,17.04475141
0,0,0,0,1,0,0,1,0,1,0,1,16.88562274
0,0,0,0,1,0,0,1,0,1,1,0,16.90545273
0,0,0,0,1,0,0,1,0,1,1,1,16.99927473
0,0,0,0,1,0,0,1,1,0,0,0,17.12352586
0,0,0,0,1,0,0,1,1,0,0,1,17.05408907
0,0,0,0,1,0,0,1,1,0,1,0,16.795084
0,0,0,0,1,0,0,1,1,0,1,1,17.04677773
0,0,0,0,1,0,0,1,1,1,0,0,17.14807057
0,0,0,0,1,0,0,1,1,1,0,1,17.06951332
0,0,0,0,1,0,0,1,1,1,1,0,16.89624095
0,0,0,0,1,0,0,1,1,1,1,1,17.15567136
0,0,0,0,1,0,1,0,0,0,0,0,18.87636399
0,0,0,0,1,0,1,0,0,0,0,1,18.7319448
0,0,0,0,1,0,1,0,0,0,1,0,18.77142262
0,0,0,0,1,0,1,0,0,0,1,1,19.13977194
0,0,0,0,1,0,1,0,0,1,0,0,18.54130912
0,0,0,0,1,0,1,0,0,1,0,1,18.87114549
0,0,0,0,1,0,1,0,0,1,1,0,18.96853924
0,0,0,0,1,0,1,0,0,1,1,1,18.71180439
0,0,0,0,1,0,1,0,1,0,0,0,18.98572946
0,0,0,0,1,0,1,0,1,0,0,1,18.83252597
0,0,0,0,1,0,1,0,1,0,1,0,19.12531781
0,0,0,0,1,0,1,0,1,0,1,1,19.2199204
0,0,0,0,1,0,1,0,1,1,0,0,19.75466275
0,0,0,0,1,0,1,0,1,1,0,1,18.95243382
0,0,0,0,1,0,1,0,1,1,1,0,19.00122833
0,0,0,0,1,0,1,0,1,1,1,1,19.05536652
0,0,0,0,1,0,1,1,0,0,0,0,18.43262672
0,0,0,0,1,0,1,1,0,0,0,1,18.80476165
0,0,0,0,1,0,1,1,0,0,1,0,18.62429214
0,0,0,0,1,0,1,1,0,0,1,1,19.03996992
0,0,0,0,1,0,1,1,0,1,0,0,18.87603998
0,0,0,0,1,0,1,1,0,1,0,1,18.61463261
0,0,0,0,1,0,1,1,0,1,1,0,19.0035603
0,0,0,0,1,0,1,1,0,1,1,1,18.97193885
0,0,0,0,1,0,1,1,1,0,0,0,19.21143699
0,0,0,0,1,0,1,1,1,0,0,1,19.19999385
0,0,0,0,1,0,1,1,1,0,1,0,19.15336776
0,0,0,0,1,0,1,1,1,0,1,1,18.72252941
0,0,0,0,1,0,1,1,1,1,0,0,19.04522824
0,0,0,0,1,0,1,1,1,1,0,1,19.0598774
0,0,0,0,1,0,1,1,1,1,1,0,19.29072952
0,0,0,0,1,0,1,1,1,1,1,1,19.1949234
0,0,0,0,1,1,0,0,0,0,0,0,51.73396087
0,0,0,0,1,1,0,0,0,0,0,1,51.24746633
0,0,0,0,1,1,0,0,0,0,1,0,50.78881407
0,0,0,0,1,1,0,0,0,0,1,1,50.99194098
0,0,0,0,1,1,0,0,0,1,0,0,51.1012485
0,0,0,0,1,1,0,0,0,1,0,1,50.91190553
0,0,0,0,1,1,0,0,0,1,1,0,51.20512009
0,0,0,0,1,1,0,0,0,1,1,1,51.50905848
0,0,0,0,1,1,0,0,1,0,0,0,51.46862531
0,0,0,0,1,1,0,0,1,0,0,1,52.16780972
0,0,0,0,1,1,0,0,1,0,1,0,50.64720416
0,0,0,0,1,1,0,0,1,0,1,1,51.57988834
0,0,0,0,1,1,0,0,1,1,0,0,50.87577367
0,0,0,0,1,1,0,0,1,1,0,1,50.9826684
0,0,0,0,1,1,0,0,1,1,1,0,51.63915467
0,0,0,0,1,1,0,0,1,1,1,1,52.04565763
0,0,0,0,1,1,0,1,0,0,0,0,51.83012009
0,0,0,0,1,1,0,1,0,0,0,1,51.19794059
0,0,0,0,1,1,0,1,0,0,1,0,52.92539454
0,0,0,0,1,1,0,1,0,0,1,1,50.79746366
0,0,0,0,1,1,0,1,0,1,0,0,51.48782015
0,0,0,0,1,1,0,1,0,1,0,1,51.10419917
0,0,0,0,1,1,0,1,0,1,1,0,51.79850531
0,0,0,0,1,1,0,1,0,1,1,1,51.9270525
0,0,0,0,1,1,0,1,1,0,0,0,51.73122835
0,0,0,0,1,1,0,1,1,0,0,1,51.57339859
0,0,0,0,1,1,0,1,1,0,1,0,51.46751499
0,0,0,0,1,1,0,1,1,0,1,1,50.84113598
0,0,0,0,1,1,0,1,1,1,0,0,51.24370193
0,0,0,0,1,1,0,1,1,1,0,1,50.84526157
0,0,0,0,1,1,0,1,1,1,1,0,51.20960879
0,0,0,0,1,1,0,1,1,1,1,1,51.44303632
0,0,0,0,1,1,1,0,0,0,0,0,64.46669555
0,0,0,0,1,1,1,0,0,0,0,1,64.63960338
0,0,0,0,1,1,1,0,0,0,1,0,65.05926657
0,0,0,0,1,1,1,0,0,0,1,1,129.136868
0,0,0,0,1,1,1,0,0,1,0,0,63.96455812
0,0,0,0,1,1,1,0,0,1,0,1,64.23173714
0,0,0,0,1,1,1,0,0,1,1,0,64.31196284
0,0,0,0,1,1,1,0,0,1,1,1,64.21443605
0,0,0,0,1,1,1,0,1,0,0,0,64.22906613
0,0,0,0,1,1,1,0,1,0,0,1,64.88585305
0,0,0,0,1,1,1,0,1,0,1,0,63.93090987
0,0,0,0,1,1,1,0,1,0,1,1,63.86034942
0,0,0,0,1,1,1,0,1,1,0,0,64.0148623
0,0,0,0,1,1,1,0,1,1,0,1,64.38095117
0,0,0,0,1,1,1,0,1,1,1,0,63.97875738
0,0,0,0,1,1,1,0,1,1,1,1,64.79774904
0,0,0,0,1,1,1,1,0,0,0,0,64.03606701
0,0,0,0,1,1,1,1,0,0,0,1,64.79017472
0,0,0,0,1,1,1,1,0,0,1,0,64.14108801
0,0,0,0,1,1,1,1,0,0,1,1,64.02350545
0,0,0,0,1,1,1,1,0,1,0,0,65.31393456
0,0,0,0,1,1,1,1,0,1,0,1,64.72458935
0,0,0,0,1,1,1,1,0,1,1,0,63.89086986
0,0,0,0,1,1,1,1,0,1,1,1,64.07233071
0,0,0,0,1,1,1,1,1,0,0,0,65.09813285
0,0,0,0,1,1,1,1,1,0,0,1,64.23938847
0,0,0,0,1,1,1,1,1,0,1,0,63.83890533
0,0,0,0,1,1,1,1,1,0,1,1,64.34149885
0,0,0,0,1,1,1,1,1,1,0,0,64.5443933
0,0,0,0,1,1,1,1,1,1,0,1,63.68476701
0,0,0,0,1,1,1,1,1,1,1,0,64.46165228
0,0,0,0,1,1,1,1,1,1,1,1,63.96000862
0,0,0,1,0,0,0,0,0,0,0,0,51.72729039
0,0,0,1,0,0,0,0,0,0,0,1,51.94112062
0,0,0,1,0,0,0,0,0,0,1,0,53.138062
0,0,0,1,0,0,0,0,0,0,1,1,52.85628247
0,0,0,1,0,0,0,0,0,1,0,0,52.82063842
0,0,0,1,0,0,0,0,0,1,0,1,51.95582771
0,0,0,1,0,0,0,0,0,1,1,0,52.09676051
0,0,0,1,0,0,0,0,0,1,1,1,52.1563518
0,0,0,1,0,0,0,0,1,0,0,0,51.77378178
0,0,0,1,0,0,0,0,1,0,0,1,51.67232943
0,0,0,1,0,0,0,0,1,0,1,0,52.40894508
0,0,0,1,0,0,0,0,1,0,1,1,53.16406918
0,0,0,1,0,0,0,0,1,1,0,0,52.0013001
0,0,0,1,0,0,0,0,1,1,0,1,52.22438788
0,0,0,1,0,0,0,0,1,1,1,0,51.87056065
0,0,0,1,0,0,0,0,1,1,1,1,52.71934676
0,0,0,1,0,0,0,1,0,0,0,0,52.51383448
0,0,0,1,0,0,0,1,0,0,0,1,52.18720055
0,0,0,1,0,0,0,1,0,0,1,0,2.871606827
0,0,0,1,0,0,0,1,0,0,1,1,52.42152333
0,0,0,1,0,0,0,1,0,1,0,0,52.22259426
0,0,0,1,0,0,0,1,0,1,0,1,52.37604809
0,0,0,1,0,0,0,1,0,1,1,0,51.77466106
0,0,0,1,0,0,0,1,0,1,1,1,52.72562933
0,0,0,1,0,0,0,1,1,0,0,0,51.8403883
0,0,0,1,0,0,0,1,1,0,0,1,52.25338745
0,0,0,1,0,0,0,1,1,0,1,0,51.82522535
0,0,0,1,0,0,0,1,1,0,1,1,52.49135256
0,0,0,1,0,0,0,1,1,1,0,0,52.33055925
0,0,0,1,0,0,0,1,1,1,0,1,51.99257922
0,0,0,1,0,0,0,1,1,1,1,0,52.41205788
0,0,0,1,0,0,0,1,1,1,1,1,51.60092759
0,0,0,1,0,0,1,0,0,0,0,0,76.32793403
0,0,0,1,0,0,1,0,0,0,0,1,75.44819665
0,0,0,1,0,0,1,0,0,0,1,0,75.23172188
0,0,0,1,0,0,1,0,0,0,1,1,75.90624142
0,0,0,1,0,0,1,0,0,1,0,0,76.31169248
0,0,0,1,0,0,1,0,0,1,0,1,147.8137128
0,0,0,1,0,0,1,0,0,1,1,0,75.05575991
0,0,0,1,0,0,1,0,0,1,1,1,75.85055447
0,0,0,1,0,0,1,0,1,0,0,0,74.73557782
0,0,0,1,0,0,1,0,1,0,0,1,75.28264189
0,0,0,1,0,0,1,0,1,0,1,0,75.67219877
0,0,0,1,0,0,1,0,1,0,1,1,75.69082212
0,0,0,1,0,0,1,0,1,1,0,0,75.00424933
0,0,0,1,0,0,1,0,1,1,0,1,74.71156812
0,0,0,1,0,0,1,0,1,1,1,0,75.05031228
0,0,0,1,0,0,1,0,1,1,1,1,74.98582506
0,0,0,1,0,0,1,1,0,0,0,0,74.56575799
0,0,0,1,0,0,1,1,0,0,0,1,75.54378057
0,0,0,1,0,0,1,1,0,0,1,0,75.21758056
0,0,0,1,0,0,1,1,0,0,1,1,75.30407834
0,0,0,1,0,0,1,1,0,1,0,0,75.51552629
0,0,0,1,0,0,1,1,0,1,0,1,75.65252924
0,0,0,1,0,0,1,1,0,1,1,0,75.32360172
0,0,0,1,0,0,1,1,0,1,1,1,76.39366055
0,0,0,1,0,0,1,1,1,0,0,0,74.99835229
0,0,0,1,0,0,1,1,1,0,0,1,75.25070143
0,0,0,1,0,0,1,1,1,0,1,0,76.45180464
0,0,0,1,0,0,1,1,1,0,1,1,74.99703336
0,0,0,1,0,0,1,1,1,1,0,0,75.734586
0,0,0,1,0,0,1,1,1,1,0,1,76.24062634
0,0,0,1,0,0,1,1,1,1,1,0,75.98780394
0,0,0,1,0,0,1,1,1,1,1,1,10.94072771
0,0,0,1,0,1,0,0,0,0,0,0,108.5270698
0,0,0,1,0,1,0,0,0,0,0,1,107.5913413
0,0,0,1,0,1,0,0,0,0,1,0,107.742394
0,0,0,1,0,1,0,0,0,0,1,1,108.1289799
0,0,0,1,0,1,0,0,0,1,0,0,107.7849565
0,0,0,1,0,1,0,0,0,1,0,1,108.7519836
0,0,0,1,0,1,0,0,0,1,1,0,108.0112641
0,0,0,1,0,1,0,0,0,1,1,1,107.4357438
0,0,0,1,0,1,0,0,1,0,0,0,109.8148339
0,0,0,1,0,1,0,0,1,0,0,1,109.5667636
0,0,0,1,0,1,0,0,1,0,1,0,109.4887943
0,0,0,1,0,1,0,0,1,0,1,1,108.2947984
0,0,0,1,0,1,0,0,1,1,0,0,108.9238155
0,0,0,1,0,1,0,0,1,1,0,1,108.9407411
0,0,0,1,0,1,0,0,1,1,1,0,109.6991174
0,0,0,1,0,1,0,0,1,1,1,1,109.9259582
0,0,0,1,0,1,0,1,0,0,0,0,109.5145931
0,0,0,1,0,1,0,1,0,0,0,1,108.3393834
0,0,0,1,0,1,0,1,0,0,1,0,108.4349294
0,0,0,1,0,1,0,1,0,0,1,1,107.9571989
0,0,0,1,0,1,0,1,0,1,0,0,107.9386744
0,0,0,1,0,1,0,1,0,1,0,1,107.9522674
0,0,0,1,0,1,0,1,0,1,1,0,108.0656514
0,0,0,1,0,1,0,1,0,1,1,1,109.0640135
0,0,0,1,0,1,0,1,1,0,0,0,109.5852263
0,0,0,1,0,1,0,1,1,0,0,1,4.973055124
0,0,0,1,0,1,0,1,1,0,1,0,170.3274086
0,0,0,1,0,1,0,1,1,0,1,1,109.5780613
0,0,0,1,0,1,0,1,1,1,0,0,107.686125
0,0,0,1,0,1,0,1,1,1,0,1,108.8798661
0,0,0,1,0,1,0,1,1,1,1,0,108.2367923
0,0,0,1,0,1,0,1,1,1,1,1,109.3913345
0,0,0,1,0,1,1,0,0,0,0,0,217.5443876
0,0,0,1,0,1,1,0,0,0,0,1,211.3384364
0,0,0,1,0,1,1,0,0,0,1,0,218.8732128
0,0,0,1,0,1,1,0,0,0,1,1,220.7978723
0,0,0,1,0,1,1,0,0,1,0,0,218.1133289
0,0,0,1,0,1,1,0,0,1,0,1,221.5075359
0,0,0,1,0,1,1,0,0,1,1,0,222.4623818
0,0,0,1,0,1,1,0,0,1,1,1,218.1375287
0,0,0,1,0,1,1,0,1,0,0,0,220.8210444
0,0,0,1,0,1,1,0,1,0,0,1,220.302073
0,0,0,1,0,1,1,0,1,0,1,0,221.6253889
0,0,0,1,0,1,1,0,1,0,1,1,221.4980378
0,0,0,1,0,1,1,0,1,1,0,0,219.2538579
0,0,0,1,0,1,1,0,1,1,0,1,221.9934793
0,0,0,1,0,1,1,0,1,1,1,0,217.8452616
0,0,0,1,0,1,1,0,1,1,1,1,218.9070525
0,0,0,1,0,1,1,1,0,0,0,0,217.6923106
0,0,0,1,0,1,1,1,0,0,0,1,218.9877822
0,0,0,1,0,1,1,1,0,0,1,0,218.2914593
0,0,0,1,0,1,1,1,0,0,1,1,218.2776668
0,0,0,1,0,1,1,1,0,1,0,0,220.3640893
0,0,0,1,0,1,1,1,0,1,0,1,220.4887912
0,0,0,1,0,1,1,1,0,1,1,0,217.8748133
0,0,0,1,0,1,1,1,0,1,1,1,307.8221984
0,0,0,1,0,1,1,1,1,0,0,0,217.727977
0,0,0,1,0,1,1,1,1,0,0,1,217.9071522
0,0,0,1,0,1,1,1,1,0,1,0,219.4739122
0,0,0,1,0,1,1,1,1,0,1,1,221.2464449
0,0,0,1,0,1,1,1,1,1,0,0,218.9311113
0,0,0,1,0,1,1,1,1,1,0,1,218.2108607
0,0,0,1,0,1,1,1,1,1,1,0,218.3703535
0,0,0,1,0,1,1,1,1,1,1,1,218.5285809
0,0,0,1,1,0,0,0,0,0,0,0,65.3283143
0,0,0,1,1,0,0,0,0,0,0,1,65.79929519
0,0,0,1,1,0,0,0,0,0,1,0,65.92307377
0,0,0,1,1,0,0,0,0,0,1,1,82.0021584
0,0,0,1,1,0,0,0,0,1,0,0,65.95285678
0,0,0,1,1,0,0,0,0,1,0,1,66.85856771
0,0,0,1,1,0,0,0,0,1,1,0,65.26835179
0,0,0,1,1,0,0,0,0,1,1,1,64.89881659
0,0,0,1,1,0,0,0,1,0,0,0,65.99693441
0,0,0,1,1,0,0,0,1,0,0,1,64.50220299
0,0,0,1,1,0,0,0,1,0,1,0,66.44135904
0,0,0,1,1,0,0,0,1,0,1,1,64.59709549
0,0,0,1,1,0,0,0,1,1,0,0,64.7609067
0,0,0,1,1,0,0,0,1,1,0,1,65.54077148
0,0,0,1,1,0,0,0,1,1,1,0,65.96876287
0,0,0,1,1,0,0,0,1,1,1,1,65.30707765
0,0,0,1,1,0,0,1,0,0,0,0,64.73959303
0,0,0,1,1,0,0,1,0,0,0,1,64.86898732
0,0,0,1,1,0,0,1,0,0,1,0,65.37806129
0,0,0,1,1,0,0,1,0,0,1,1,65.07566428
0,0,0,1,1,0,0,1,0,1,0,0,64.5551939
0,0,0,1,1,0,0,1,0,1,0,1,64.86172724
0,0,0,1,1,0,0,1,0,1,1,0,64.87715435
0,0,0,1,1,0,0,1,0,1,1,1,65.11756086
0,0,0,1,1,0,0,1,1,0,0,0,64.86167908
0,0,0,1,1,0,0,1,1,0,0,1,65.44674087
0,0,0,1,1,0,0,1,1,0,1,0,65.16786003
0,0,0,1,1,0,0,1,1,0,1,1,64.72847652
0,0,0,1,1,0,0,1,1,1,0,0,64.90960956
0,0,0,1,1,0,0,1,1,1,0,1,64.75171256
0,0,0,1,1,0,0,1,1,1,1,0,64.79003692
0,0,0,1,1,0,0,1,1,1,1,1,66.32475853
0,0,0,1,1,0,1,0,0,0,0,0,88.92161942
0,0,0,1,1,0,1,0,0,0,0,1,89.07922316
0,0,0,1,1,0,1,0,0,0,1,0,89.55516648
0,0,0,1,1,0,1,0,0,0,1,1,88.16426373
0,0,0,1,1,0,1,0,0,1,0,0,88.58751154
0,0,0,1,1,0,1,0,0,1,0,1,89.88046169
0,0,0,1,1,0,1,0,0,1,1,0,26.09415317
0,0,0,1,1,0,1,0,0,1,1,1,88.10683918
0,0,0,1,1,0,1,0,1,0,0,0,88.13165259
0,0,0,1,1,0,1,0,1,0,0,1,88.71370244
0,0,0,1,1,0,1,0,1,0,1,0,90.00558734
0,0,0,1,1,0,1,0,1,0,1,1,89.11105037
0,0,0,1,1,0,1,0,1,1,0,0,87.82387471
0,0,0,1,1,0,1,0,1,1,0,1,89.34579515
0,0,0,1,1,0,1,0,1,1,1,0,89.62275052
0,0,0,1,1,0,1,0,1,1,1,1,90.88473177
0,0,0,1,1,0,1,1,0,0,0,0,89.75030446
0,0,0,1,1,0,1,1,0,0,0,1,88.44888926
0,0,0,1,1,0,1,1,0,0,1,0,89.41547918
0,0,0,1,1,0,1,1,0,0,1,1,91.10605693
0,0,0,1,1,0,1,1,0,1,0,0,88.57371879
0,0,0,1,1,0,1,1,0,1,0,1,88.64866662
0,0,0,1,1,0,1,1,0,1,1,0,88.10515738
0,0,0,1,1,0,1,1,0,1,1,1,88.45697117
0,0,0,1,1,0,1,1,1,0,0,0,85.33292437
0,0,0,1,1,0,1,1,1,0,0,1,86.74709415
0,0,0,1,1,0,1,1,1,0,1,0,88.25407577
0,0,0,1,1,0,1,1,1,0,1,1,87.68251419
0,0,0,1,1,0,1,1,1,1,0,0,88.26620626
0,0,0,1,1,0,1,1,1,1,0,1,88.86245084
0,0,0,1,1,0,1,1,1,1,1,0,88.47178411
0,0,0,1,1,0,1,1,1,1,1,1,88.77935171
0,0,0,1,1,1,0,0,0,0,0,0,121.4514701
0,0,0,1,1,1,0,0,0,0,0,1,121.4590306
0,0,0,1,1,1,0,0,0,0,1,0,122.0289736
0,0,0,1,1,1,0,0,0,0,1,1,121.4978793
0,0,0,1,1,1,0,0,0,1,0,0,122.0542784
0,0,0,1,1,1,0,0,0,1,0,1,121.3963773
0,0,0,1,1,1,0,0,0,1,1,0,123.229563
0,0,0,1,1,1,0,0,0,1,1,1,120.5187643
0,0,0,1,1,1,0,0,1,0,0,0,121.1321068
0,0,0,1,1,1,0,0,1,0,0,1,123.0697072
0,0,0,1,1,1,0,0,1,0,1,0,123.0214176
0,0,0,1,1,1,0,0,1,0,1,1,123.7198465
0,0,0,1,1,1,0,0,1,1,0,0,122.9252284
0,0,0,1,1,1,0,0,1,1,0,1,122.0294948
0,0,0,1,1,1,0,0,1,1,1,0,123.4417987
0,0,0,1,1,1,0,0,1,1,1,1,123.5032802
0,0,0,1,1,1,0,1,0,0,0,0,124.0930989
