,,,,,,,,,,,,inference_time
0,0,0,0,0,1,1,0,0,1,0,1,3.107961416
0,0,0,0,0,1,1,0,0,1,1,0,3.118441582
0,0,0,0,0,1,1,0,0,1,1,1,3.103419065
0,0,0,0,0,1,1,0,1,0,0,0,3.096064568
0,0,0,0,0,1,1,0,1,0,0,1,3.107791901
0,0,0,0,0,1,1,0,1,0,1,0,3.117223263
0,0,0,0,0,1,1,0,1,0,1,1,3.110453844
0,0,0,0,0,1,1,0,1,1,0,0,3.117237568
0,0,0,0,0,1,1,0,1,1,0,1,3.120990276
0,0,0,0,0,1,1,0,1,1,1,0,3.086560249
0,0,0,0,0,1,1,0,1,1,1,1,3.114655256
0,0,0,0,0,1,1,1,0,0,0,0,3.124104977
0,0,0,0,0,1,1,1,0,0,0,1,3.09104228
0,0,0,0,0,1,1,1,0,0,1,0,3.119475842
0,0,0,0,0,1,1,1,0,0,1,1,3.104294538
0,0,0,0,0,1,1,1,0,1,0,0,3.13647604
0,0,0,0,0,1,1,1,0,1,0,1,3.123679161
0,0,0,0,0,1,1,1,0,1,1,0,3.106423378
0,0,0,0,0,1,1,1,0,1,1,1,3.117408991
0,0,0,0,0,1,1,1,1,0,0,0,3.125664473
0,0,0,0,0,1,1,1,1,0,0,1,3.131325483
0,0,0,0,0,1,1,1,1,0,1,0,3.107562304
0,0,0,0,0,1,1,1,1,0,1,1,3.098434448
0,0,0,0,0,1,1,1,1,1,0,0,3.117545843
0,0,0,0,0,1,1,1,1,1,0,1,3.103380442
0,0,0,0,0,1,1,1,1,1,1,0,3.09225297
0,0,0,0,0,1,1,1,1,1,1,1,3.110345125
0,0,0,0,1,0,0,0,0,0,0,0,0.84228158
0,0,0,0,1,0,0,0,0,0,0,1,0.849927902
0,0,0,0,1,0,0,0,0,0,1,0,0.842425823
0,0,0,0,1,0,0,0,0,0,1,1,0.849203825
0,0,0,0,1,0,0,0,0,1,0,0,0.852817059
0,0,0,0,1,0,0,0,0,1,0,1,0.842137814
0,0,0,0,1,0,0,0,0,1,1,0,0.84907341
0,0,0,0,1,0,0,0,0,1,1,1,0.849451303
0,0,0,0,1,0,0,0,1,0,0,0,0.851561546
0,0,0,0,1,0,0,0,1,0,0,1,0.84292388
0,0,0,0,1,0,0,0,1,0,1,0,0.851755857
0,0,0,0,1,0,0,0,1,0,1,1,0.849660635
0,0,0,0,1,0,0,0,1,1,0,0,0.843046665
0,0,0,0,1,0,0,0,1,1,0,1,0.850886106
0,0,0,0,1,0,0,0,1,1,1,0,0.844271898
0,0,0,0,1,0,0,0,1,1,1,1,0.846236467
0,0,0,0,1,0,0,1,0,0,0,0,0.847617626
0,0,0,0,1,0,0,1,0,0,0,1,0.839596033
0,0,0,0,1,0,0,1,0,0,1,0,0.840025902
0,0,0,0,1,0,0,1,0,0,1,1,0.849606514
0,0,0,0,1,0,0,1,0,1,0,0,0.850852728
0,0,0,0,1,0,0,1,0,1,0,1,0.843407631
0,0,0,0,1,0,0,1,0,1,1,0,0.841685057
0,0,0,0,1,0,0,1,0,1,1,1,0.843245983
0,0,0,0,1,0,0,1,1,0,0,0,0.845401287
0,0,0,0,1,0,0,1,1,0,0,1,0.847480536
0,0,0,0,1,0,0,1,1,0,1,0,0.848793507
0,0,0,0,1,0,0,1,1,0,1,1,0.849971294
0,0,0,0,1,0,0,1,1,1,0,0,0.850288868
0,0,0,0,1,0,0,1,1,1,0,1,0.851136684
0,0,0,0,1,0,0,1,1,1,1,0,0.851426601
0,0,0,0,1,0,0,1,1,1,1,1,0.852743626
0,0,0,0,1,0,1,0,0,0,0,0,2.442997694
0,0,0,0,1,0,1,0,0,0,0,1,9.975903988
0,0,0,0,1,0,1,0,0,0,1,0,9.949719667
0,0,0,0,1,0,1,0,0,0,1,1,10.01150966
0,0,0,0,1,0,1,0,0,1,0,0,10.02691746
0,0,0,0,1,0,1,0,0,1,0,1,10.00323033
0,0,0,0,1,0,1,0,0,1,1,0,9.918422699
0,0,0,0,1,0,1,0,0,1,1,1,9.859028339
0,0,0,0,1,0,1,0,1,0,0,0,9.979404449
0,0,0,0,1,0,1,0,1,0,0,1,9.921444654
0,0,0,0,1,0,1,0,1,0,1,0,9.975142241
0,0,0,0,1,0,1,0,1,0,1,1,9.997960567
0,0,0,0,1,0,1,0,1,1,0,0,9.914510727
0,0,0,0,1,0,1,0,1,1,0,1,9.96143651
0,0,0,0,1,0,1,0,1,1,1,0,9.930240631
0,0,0,0,1,0,1,0,1,1,1,1,9.957499743
0,0,0,0,1,0,1,1,0,0,0,0,9.944908381
0,0,0,0,1,0,1,1,0,0,0,1,9.893409252
0,0,0,0,1,0,1,1,0,0,1,0,9.952156544
0,0,0,0,1,0,1,1,0,0,1,1,9.994545221
0,0,0,0,1,0,1,1,0,1,0,0,9.9356668
0,0,0,0,1,0,1,1,0,1,0,1,9.957388878
0,0,0,0,1,0,1,1,0,1,1,0,9.957817316
0,0,0,0,1,0,1,1,0,1,1,1,9.988853455
0,0,0,0,1,0,1,1,1,0,0,0,9.872466087
0,0,0,0,1,0,1,1,1,0,0,1,9.990554571
0,0,0,0,1,0,1,1,1,0,1,0,9.95849371
0,0,0,0,1,0,1,1,1,0,1,1,9.863274574
0,0,0,0,1,0,1,1,1,1,0,0,9.946326494
0,0,0,0,1,0,1,1,1,1,0,1,9.996809006
0,0,0,0,1,0,1,1,1,1,1,0,9.943290472
0,0,0,0,1,0,1,1,1,1,1,1,9.871208906
0,0,0,0,1,1,0,0,0,0,0,0,26.36172891
0,0,0,0,1,1,0,0,0,0,0,1,26.3470912
0,0,0,0,1,1,0,0,0,0,1,0,26.37306714
0,0,0,0,1,1,0,0,0,0,1,1,26.49089026
0,0,0,0,1,1,0,0,0,1,0,0,26.52074385
0,0,0,0,1,1,0,0,0,1,0,1,26.41788459
0,0,0,0,1,1,0,0,0,1,1,0,26.3436892
0,0,0,0,1,1,0,0,0,1,1,1,26.31770873
0,0,0,0,1,1,0,0,1,0,0,0,26.62314916
0,0,0,0,1,1,0,0,1,0,0,1,5.61520505
0,0,0,0,1,1,0,0,1,0,1,0,26.50997686
0,0,0,0,1,1,0,0,1,0,1,1,26.35855389
0,0,0,0,1,1,0,0,1,1,0,0,26.54224515
0,0,0,0,1,1,0,0,1,1,0,1,26.52753234
0,0,0,0,1,1,0,0,1,1,1,0,26.47152162
0,0,0,0,1,1,0,0,1,1,1,1,26.45978785
0,0,0,0,1,1,0,1,0,0,0,0,26.4080255
0,0,0,0,1,1,0,1,0,0,0,1,26.36323071
0,0,0,0,1,1,0,1,0,0,1,0,26.32819819
0,0,0,0,1,1,0,1,0,0,1,1,26.47909331
0,0,0,0,1,1,0,1,0,1,0,0,26.49015713
0,0,0,0,1,1,0,1,0,1,0,1,26.54155159
0,0,0,0,1,1,0,1,0,1,1,0,26.53765941
0,0,0,0,1,1,0,1,0,1,1,1,26.52914333
0,0,0,0,1,1,0,1,1,0,0,0,26.50876784
0,0,0,0,1,1,0,1,1,0,0,1,26.31876516
0,0,0,0,1,1,0,1,1,0,1,0,26.32555366
0,0,0,0,1,1,0,1,1,0,1,1,26.32715869
0,0,0,0,1,1,0,1,1,1,0,0,26.50698972
0,0,0,0,1,1,0,1,1,1,0,1,26.4800837
0,0,0,0,1,1,0,1,1,1,1,0,26.42003512
0,0,0,0,1,1,0,1,1,1,1,1,26.48428512
0,0,0,0,1,1,1,0,0,0,0,0,33.48291516
0,0,0,0,1,1,1,0,0,0,0,1,33.53683448
0,0,0,0,1,1,1,0,0,0,1,0,33.4319663
0,0,0,0,1,1,1,0,0,0,1,1,33.54372573
0,0,0,0,1,1,1,0,0,1,0,0,33.3537643
0,0,0,0,1,1,1,0,0,1,0,1,33.42475128
0,0,0,0,1,1,1,0,0,1,1,0,33.37460136
0,0,0,0,1,1,1,0,0,1,1,1,13.48781395
0,0,0,0,1,1,1,0,1,0,0,0,33.45842266
0,0,0,0,1,1,1,0,1,0,0,1,33.51462865
0,0,0,0,1,1,1,0,1,0,1,0,33.41461349
0,0,0,0,1,1,1,0,1,0,1,1,33.45504117
0,0,0,0,1,1,1,0,1,1,0,0,33.40197682
0,0,0,0,1,1,1,0,1,1,0,1,33.3426559
0,0,0,0,1,1,1,0,1,1,1,0,33.31547022
0,0,0,0,1,1,1,0,1,1,1,1,33.23255992
0,0,0,0,1,1,1,1,0,0,0,0,33.42014241
0,0,0,0,1,1,1,1,0,0,0,1,33.52425766
0,0,0,0,1,1,1,1,0,0,1,0,33.41106582
0,0,0,0,1,1,1,1,0,0,1,1,33.50342298
0,0,0,0,1,1,1,1,0,1,0,0,33.43634939
0,0,0,0,1,1,1,1,0,1,0,1,33.33049059
0,0,0,0,1,1,1,1,0,1,1,0,33.42551565
0,0,0,0,1,1,1,1,0,1,1,1,33.5598433
0,0,0,0,1,1,1,1,1,0,0,0,33.50270605
0,0,0,0,1,1,1,1,1,0,0,1,33.29113388
0,0,0,0,1,1,1,1,1,0,1,0,33.3039031
0,0,0,0,1,1,1,1,1,0,1,1,33.30661893
0,0,0,0,1,1,1,1,1,1,0,0,33.32184529
0,0,0,0,1,1,1,1,1,1,0,1,33.31264758
0,0,0,0,1,1,1,1,1,1,1,0,33.4591167
0,0,0,0,1,1,1,1,1,1,1,1,33.44414091
0,0,0,1,0,0,0,0,0,0,0,0,26.63637185
0,0,0,1,0,0,0,0,0,0,0,1,26.81699777
0,0,0,1,0,0,0,0,0,0,1,0,26.88969064
0,0,0,1,0,0,0,0,0,0,1,1,26.946033
0,0,0,1,0,0,0,0,0,1,0,0,26.93525076
0,0,0,1,0,0,0,0,0,1,0,1,26.87653232
0,0,0,1,0,0,0,0,0,1,1,0,26.85723162
0,0,0,1,0,0,0,0,0,1,1,1,26.98621869
0,0,0,1,0,0,0,0,1,0,0,0,26.89920044
0,0,0,1,0,0,0,0,1,0,0,1,26.93706608
0,0,0,1,0,0,0,0,1,0,1,0,26.92631793
0,0,0,1,0,0,0,0,1,0,1,1,27.05879116
0,0,0,1,0,0,0,0,1,1,0,0,26.79564095
0,0,0,1,0,0,0,0,1,1,0,1,26.83018374
0,0,0,1,0,0,0,0,1,1,1,0,26.94457221
0,0,0,1,0,0,0,0,1,1,1,1,26.91931224
0,0,0,1,0,0,0,1,0,0,0,0,26.89466071
0,0,0,1,0,0,0,1,0,0,0,1,26.79394889
0,0,0,1,0,0,0,1,0,0,1,0,26.89754891
0,0,0,1,0,0,0,1,0,0,1,1,26.8055923
0,0,0,1,0,0,0,1,0,1,0,0,26.89511585
0,0,0,1,0,0,0,1,0,1,0,1,27.05645204
0,0,0,1,0,0,0,1,0,1,1,0,27.05420184
0,0,0,1,0,0,0,1,0,1,1,1,27.03683114
0,0,0,1,0,0,0,1,1,0,0,0,26.95390511
0,0,0,1,0,0,0,1,1,0,0,1,27.09353781
0,0,0,1,0,0,0,1,1,0,1,0,26.92500687
0,0,0,1,0,0,0,1,1,0,1,1,26.90931559
0,0,0,1,0,0,0,1,1,1,0,0,26.8234725
0,0,0,1,0,0,0,1,1,1,0,1,26.92717052
0,0,0,1,0,0,0,1,1,1,1,0,27.046803
0,0,0,1,0,0,0,1,1,1,1,1,27.02313352
0,0,0,1,0,0,1,0,0,0,0,0,39.34789205
0,0,0,1,0,0,1,0,0,0,0,1,23.01531649
0,0,0,1,0,0,1,0,0,0,1,0,39.22018719
0,0,0,1,0,0,1,0,0,0,1,1,38.99255323
0,0,0,1,0,0,1,0,0,1,0,0,39.07470989
0,0,0,1,0,0,1,0,0,1,0,1,39.00388694
0,0,0,1,0,0,1,0,0,1,1,0,39.03346014
0,0,0,1,0,0,1,0,0,1,1,1,39.11362767
0,0,0,1,0,0,1,0,1,0,0,0,38.97979641
0,0,0,1,0,0,1,0,1,0,0,1,39.21791863
0,0,0,1,0,0,1,0,1,0,1,0,39.38489103
0,0,0,1,0,0,1,0,1,0,1,1,38.875036
0,0,0,1,0,0,1,0,1,1,0,0,39.08350372
0,0,0,1,0,0,1,0,1,1,0,1,38.97868371
0,0,0,1,0,0,1,0,1,1,1,0,39.10110545
0,0,0,1,0,0,1,0,1,1,1,1,39.2237103
0,0,0,1,0,0,1,1,0,0,0,0,39.38164091
0,0,0,1,0,0,1,1,0,0,0,1,39.1875937
0,0,0,1,0,0,1,1,0,0,1,0,39.02230477
0,0,0,1,0,0,1,1,0,0,1,1,39.07233429
0,0,0,1,0,0,1,1,0,1,0,0,39.04617524
0,0,0,1,0,0,1,1,0,1,0,1,38.9568615
0,0,0,1,0,0,1,1,0,1,1,0,39.06726313
0,0,0,1,0,0,1,1,0,1,1,1,39.07083631
0,0,0,1,0,0,1,1,1,0,0,0,23.1045146
0,0,0,1,0,0,1,1,1,0,0,1,39.10247493
0,0,0,1,0,0,1,1,1,0,1,0,39.31164908
0,0,0,1,0,0,1,1,1,0,1,1,39.38160205
0,0,0,1,0,0,1,1,1,1,0,0,39.15290117
0,0,0,1,0,0,1,1,1,1,0,1,39.38380098
0,0,0,1,0,0,1,1,1,1,1,0,39.19055367
0,0,0,1,0,0,1,1,1,1,1,1,39.3294251
0,0,0,1,0,1,0,0,0,0,0,0,55.43463469
0,0,0,1,0,1,0,0,0,0,0,1,55.43643832
0,0,0,1,0,1,0,0,0,0,1,0,55.74625826
0,0,0,1,0,1,0,0,0,0,1,1,55.24004412
0,0,0,1,0,1,0,0,0,1,0,0,55.64374709
0,0,0,1,0,1,0,0,0,1,0,1,55.33246708
0,0,0,1,0,1,0,0,0,1,1,0,55.37088966
0,0,0,1,0,1,0,0,0,1,1,1,55.35821176
0,0,0,1,0,1,0,0,1,0,0,0,55.54423094
0,0,0,1,0,1,0,0,1,0,0,1,55.52711344
0,0,0,1,0,1,0,0,1,0,1,0,55.60185862
0,0,0,1,0,1,0,0,1,0,1,1,55.70963764
0,0,0,1,0,1,0,0,1,1,0,0,55.60744619
0,0,0,1,0,1,0,0,1,1,0,1,55.42673469
0,0,0,1,0,1,0,0,1,1,1,0,55.41487622
0,0,0,1,0,1,0,0,1,1,1,1,56.09927654
0,0,0,1,0,1,0,1,0,0,0,0,55.65331435
0,0,0,1,0,1,0,1,0,0,0,1,55.28638816
0,0,0,1,0,1,0,1,0,0,1,0,55.53743052
0,0,0,1,0,1,0,1,0,0,1,1,55.84406781
0,0,0,1,0,1,0,1,0,1,0,0,55.1249783
0,0,0,1,0,1,0,1,0,1,0,1,55.23834658
0,0,0,1,0,1,0,1,0,1,1,0,55.55288768
0,0,0,1,0,1,0,1,0,1,1,1,55.24744391
0,0,0,1,0,1,0,1,1,0,0,0,55.04483008
0,0,0,1,0,1,0,1,1,0,0,1,55.41937304
0,0,0,1,0,1,0,1,1,0,1,0,55.28473139
0,0,0,1,0,1,0,1,1,0,1,1,55.37431479
0,0,0,1,0,1,0,1,1,1,0,0,55.79087353
0,0,0,1,0,1,0,1,1,1,0,1,55.47190738
0,0,0,1,0,1,0,1,1,1,1,0,55.35028267
0,0,0,1,0,1,0,1,1,1,1,1,55.45427752
0,0,0,1,0,1,1,0,0,0,0,0,114.1610696
0,0,0,1,0,1,1,0,0,0,0,1,114.0978897
0,0,0,1,0,1,1,0,0,0,1,0,114.0038621
0,0,0,1,0,1,1,0,0,0,1,1,114.397342
0,0,0,1,0,1,1,0,0,1,0,0,114.962281
0,0,0,1,0,1,1,0,0,1,0,1,68.65320873
0,0,0,1,0,1,1,0,0,1,1,0,115.1321454
0,0,0,1,0,1,1,0,0,1,1,1,114.3191507
0,0,0,1,0,1,1,0,1,0,0,0,115.1278827
0,0,0,1,0,1,1,0,1,0,0,1,115.1384454
0,0,0,1,0,1,1,0,1,0,1,0,114.8433688
0,0,0,1,0,1,1,0,1,0,1,1,114.6755185
0,0,0,1,0,1,1,0,1,1,0,0,114.7597997
0,0,0,1,0,1,1,0,1,1,0,1,115.2280071
0,0,0,1,0,1,1,0,1,1,1,0,115.4158173
0,0,0,1,0,1,1,0,1,1,1,1,114.964596
0,0,0,1,0,1,1,1,0,0,0,0,115.289664
0,0,0,1,0,1,1,1,0,0,0,1,114.800436
0,0,0,1,0,1,1,1,0,0,1,0,115.4220514
0,0,0,1,0,1,1,1,0,0,1,1,115.9614286
0,0,0,1,0,1,1,1,0,1,0,0,115.390806
0,0,0,1,0,1,1,1,0,1,0,1,115.5525658
0,0,0,1,0,1,1,1,0,1,1,0,115.7073696
0,0,0,1,0,1,1,1,0,1,1,1,115.5242567
0,0,0,1,0,1,1,1,1,0,0,0,115.1495011
0,0,0,1,0,1,1,1,1,0,0,1,115.568754
0,0,0,1,0,1,1,1,1,0,1,0,115.3796363
0,0,0,1,0,1,1,1,1,0,1,1,115.1550708
0,0,0,1,0,1,1,1,1,1,0,0,35.3851316
0,0,0,1,0,1,1,1,1,1,0,1,115.1908419
0,0,0,1,0,1,1,1,1,1,1,0,115.348928
0,0,0,1,0,1,1,1,1,1,1,1,115.4710197
0,0,0,1,1,0,0,0,0,0,0,0,33.8008678
0,0,0,1,1,0,0,0,0,0,0,1,33.92388344
0,0,0,1,1,0,0,0,0,0,1,0,33.76914382
0,0,0,1,1,0,0,0,0,0,1,1,33.75980139
0,0,0,1,1,0,0,0,0,1,0,0,33.8979702
0,0,0,1,1,0,0,0,0,1,0,1,33.88127851
0,0,0,1,1,0,0,0,0,1,1,0,33.80996919
0,0,0,1,1,0,0,0,0,1,1,1,33.84745955
0,0,0,1,1,0,0,0,1,0,0,0,33.73685956
0,0,0,1,1,0,0,0,1,0,0,1,33.7621305
0,0,0,1,1,0,0,0,1,0,1,0,33.88301635
0,0,0,1,1,0,0,0,1,0,1,1,33.86664629
0,0,0,1,1,0,0,0,1,1,0,0,33.84804416
0,0,0,1,1,0,0,0,1,1,0,1,25.82491422
0,0,0,1,1,0,0,0,1,1,1,0,33.60691714
0,0,0,1,1,0,0,0,1,1,1,1,33.79369044
0,0,0,1,1,0,0,1,0,0,0,0,33.78043628
0,0,0,1,1,0,0,1,0,0,0,1,33.91555762
0,0,0,1,1,0,0,1,0,0,1,0,33.78103685
0,0,0,1,1,0,0,1,0,0,1,1,33.71028996
0,0,0,1,1,0,0,1,0,1,0,0,33.80989099
0,0,0,1,1,0,0,1,0,1,0,1,33.71727371
0,0,0,1,1,0,0,1,0,1,1,0,33.67551756
0,0,0,1,1,0,0,1,0,1,1,1,33.74574399
0,0,0,1,1,0,0,1,1,0,0,0,33.80733228
0,0,0,1,1,0,0,1,1,0,0,1,33.81741881
0,0,0,1,1,0,0,1,1,0,1,0,33.83874702
0,0,0,1,1,0,0,1,1,0,1,1,33.79215384
0,0,0,1,1,0,0,1,1,1,0,0,33.97783661
0,0,0,1,1,0,0,1,1,1,0,1,33.87387848
0,0,0,1,1,0,0,1,1,1,1,0,33.87962651
0,0,0,1,1,0,0,1,1,1,1,1,33.93681407
0,0,0,1,1,0,1,0,0,0,0,0,46.30338407
0,0,0,1,1,0,1,0,0,0,0,1,46.24932575
0,0,0,1,1,0,1,0,0,0,1,0,46.20342278
0,0,0,1,1,0,1,0,0,0,1,1,46.16430545
0,0,0,1,1,0,1,0,0,1,0,0,46.04942322
0,0,0,1,1,0,1,0,0,1,0,1,40.02221823
0,0,0,1,1,0,1,0,0,1,1,0,46.36488605
0,0,0,1,1,0,1,0,0,1,1,1,46.12366819
0,0,0,1,1,0,1,0,1,0,0,0,46.12121558
0,0,0,1,1,0,1,0,1,0,0,1,46.17463422
0,0,0,1,1,0,1,0,1,0,1,0,46.22397065
0,0,0,1,1,0,1,0,1,0,1,1,46.05093455
0,0,0,1,1,0,1,0,1,1,0,0,46.2119348
0,0,0,1,1,0,1,0,1,1,0,1,46.21401596
0,0,0,1,1,0,1,0,1,1,1,0,46.29639792
0,0,0,1,1,0,1,0,1,1,1,1,46.14141059
0,0,0,1,1,0,1,1,0,0,0,0,46.62666583
0,0,0,1,1,0,1,1,0,0,0,1,5.634456635
0,0,0,1,1,0,1,1,0,0,1,0,46.17291427
0,0,0,1,1,0,1,1,0,0,1,1,46.26384473
0,0,0,1,1,0,1,1,0,1,0,0,46.28906417
0,0,0,1,1,0,1,1,0,1,0,1,46.27752972
0,0,0,1,1,0,1,1,0,1,1,0,46.34952283
0,0,0,1,1,0,1,1,0,1,1,1,46.22361374
0,0,0,1,1,0,1,1,1,0,0,0,46.25464225
0,0,0,1,1,0,1,1,1,0,0,1,46.37871766
0,0,0,1,1,0,1,1,1,0,1,0,46.21823668
0,0,0,1,1,0,1,1,1,0,1,1,46.309407
0,0,0,1,1,0,1,1,1,1,0,0,46.28252029
0,0,0,1,1,0,1,1,1,1,0,1,46.30274129
0,0,0,1,1,0,1,1,1,1,1,0,46.35179806
0,0,0,1,1,0,1,1,1,1,1,1,46.2199955
0,0,0,1,1,1,0,0,0,0,0,0,62.849509
0,0,0,1,1,1,0,0,0,0,0,1,62.88228226
0,0,0,1,1,1,0,0,0,0,1,0,62.68977475
0,0,0,1,1,1,0,0,0,0,1,1,62.80569887
0,0,0,1,1,1,0,0,0,1,0,0,62.71323586
0,0,0,1,1,1,0,0,0,1,0,1,62.75440288
0,0,0,1,1,1,0,0,0,1,1,0,62.81510878
0,0,0,1,1,1,0,0,0,1,1,1,62.60586977
0,0,0,1,1,1,0,0,1,0,0,0,62.70469308
0,0,0,1,1,1,0,0,1,0,0,1,62.83261657
0,0,0,1,1,1,0,0,1,0,1,0,62.52512193
0,0,0,1,1,1,0,0,1,0,1,1,62.52953267
0,0,0,1,1,1,0,0,1,1,0,0,62.78501868
0,0,0,1,1,1,0,0,1,1,0,1,62.58219528
0,0,0,1,1,1,0,0,1,1,1,0,62.80138659
0,0,0,1,1,1,0,0,1,1,1,1,62.77460027
0,0,0,1,1,1,0,1,0,0,0,0,62.62847257
