root,multiAccept,sendfile,compression,noCompression,serverCache,keepalive,basicAuth,tls,ecdsaCertificate,aesTls,tlsMoreBits,tcpNoDelay,tcpNoPush,compressionLevel,performance
1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,394.8172
1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,394.7514
1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,394.665
1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,392.5446
1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,392.929
1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,389.8962
1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,393.8148
1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,391.1828
1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,404.6948
1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,405.4584
1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,400.2262
1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,396.6252
1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,399.6686
1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,398.3944
1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,400.2288
1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,406.8816
1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,406.9396
1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,407.8202
1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,407.515
1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,405.0932
1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,407.7212
1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,406.7606
1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,407.8904
1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,407.2176
1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,406.8292
1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,404.9602
1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,407.8968
1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,406.715
1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,407.7894
1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,407.4412
1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,407.2432
1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,407.5704
1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,406.847
1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,406.7154
1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,405.797
1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,404.6192
1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,406.073
1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,405.5066
1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,407.7514
1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,408.2964
1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,415.5004
1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,412.2996
1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,413.4728
1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,411.9572
1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,414.8194
1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,415.2684
1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,413.2698
1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,415.7354
1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,415.2546
1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,411.2032
1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,413.8364
1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,416.3536
1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,415.655
1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,414.7242
1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,413.6792
1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,414.7266
1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,423.7752
1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,422.6286
1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,421.9972
1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,422.8586
1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,421.6126
1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,421.58
1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,422.9894
1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,423.8318
1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,421.9572
1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,422.2386
1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,422.0294
1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,422.6632
1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,419.7936
1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,423.617
1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,422.3864
1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,422.0226
1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,412.9398
1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,415.1246
1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,412.458
1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,412.965
1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,415.283
1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,412.4334
1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,415.3174
1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,413.4996
1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,411.8446
1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,413.2882
1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,415.2496
1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,411.9432
1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,413.3278
1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,413.0898
1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,413.8868
1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,412.7262
1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,414.687
1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,414.0858
1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,415.865
1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,414.752
1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,415.2974
1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,415.5424
1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,413.808
1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,408.9018
1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,412.229
1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,414.3882
1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,409.9756
1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,414.1872
1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,415.0246
1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,411.9952
1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,413.9484
1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,411.743
1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,414.0238
1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,414.6954
1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,413.0338
1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,414.5836
1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,414.7792
1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,414.2304
1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,413.041
1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,415.1588
1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,412.6536
1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,420.7256
1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,424.1182
1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,423.978
1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,420.5424
1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,412.9562
1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,414.6094
1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,413.6396
1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,414.3276
1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,413.1762
1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,414.502
1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,411.7374
1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,414.8608
1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,413.4152
1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,415.4824
1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,423.5306
1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,421.5734
1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,422.5762
1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,420.9298
1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,404.2284
1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,422.1818
1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,424.4458
1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,410.881
1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,413.9482
1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,395.3978
1,0,0,1,0,0,0,0,1,1,0,0,0,0,5,393.8814
1,0,0,1,0,0,0,0,1,1,0,0,0,0,9,397.6924
1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,400.3582
1,0,0,1,0,0,0,0,1,1,0,0,0,1,5,404.1108
1,0,0,1,0,0,0,0,1,1,0,0,0,1,9,403.1412
1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,403.5492
1,0,0,1,0,0,0,0,1,1,0,0,1,0,5,404.5854
1,0,0,1,0,0,0,0,1,1,0,0,1,0,9,406.068
1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,401.664
1,0,0,1,0,0,0,0,1,1,0,0,1,1,5,396.6034
1,0,0,1,0,0,0,0,1,1,0,0,1,1,9,396.3694
1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,393.8088
1,0,0,1,0,1,0,0,1,1,0,0,0,0,5,396.3658
1,0,0,1,0,1,0,0,1,1,0,0,0,0,9,396.4714
1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,396.6182
1,0,0,1,0,1,0,0,1,1,0,0,0,1,5,401.7772
1,0,0,1,0,1,0,0,1,1,0,0,0,1,9,399.2992
1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,400.1236
1,0,0,1,0,1,0,0,1,1,0,0,1,0,5,402.7496
1,0,0,1,0,1,0,0,1,1,0,0,1,0,9,394.371
1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,396.1842
1,0,0,1,0,1,0,0,1,1,0,0,1,1,5,395.609
1,0,0,1,0,1,0,0,1,1,0,0,1,1,9,396.547
1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,396.7012
1,0,1,1,0,0,0,0,1,1,0,0,0,0,5,397.5308
1,0,1,1,0,0,0,0,1,1,0,0,0,0,9,396.8652
1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,392.3002
1,0,1,1,0,0,0,0,1,1,0,0,0,1,5,395.2534
1,0,1,1,0,0,0,0,1,1,0,0,0,1,9,402.0962
1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,405.7736
1,0,1,1,0,0,0,0,1,1,0,0,1,0,5,402.4598
1,0,1,1,0,0,0,0,1,1,0,0,1,0,9,396.3652
1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,395.5166
1,0,1,1,0,0,0,0,1,1,0,0,1,1,5,394.4062
1,0,1,1,0,0,0,0,1,1,0,0,1,1,9,394.9548
1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,394.5772
1,0,1,1,0,1,0,0,1,1,0,0,0,0,5,395.867
1,0,1,1,0,1,0,0,1,1,0,0,0,0,9,392.3854
1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,397.0678
1,0,1,1,0,1,0,0,1,1,0,0,0,1,5,395.7454
1,0,1,1,0,1,0,0,1,1,0,0,0,1,9,401.9526
1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,403.6824
1,0,1,1,0,1,0,0,1,1,0,0,1,0,5,401.2402
1,0,1,1,0,1,0,0,1,1,0,0,1,0,9,403.2508
1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,393.2434
1,0,1,1,0,1,0,0,1,1,0,0,1,1,5,396.7856
1,0,1,1,0,1,0,0,1,1,0,0,1,1,9,393.4644
1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,400.3602
1,1,0,1,0,0,0,0,1,1,0,0,0,0,5,400.1884
1,1,0,1,0,0,0,0,1,1,0,0,0,0,9,401.2446
1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,400.1784
1,1,0,1,0,0,0,0,1,1,0,0,0,1,5,400.5488
1,1,0,1,0,0,0,0,1,1,0,0,0,1,9,408.3856
1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,408.5308
1,1,0,1,0,0,0,0,1,1,0,0,1,0,5,408.6652
1,1,0,1,0,0,0,0,1,1,0,0,1,0,9,410.1608
1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,400.341
1,1,0,1,0,0,0,0,1,1,0,0,1,1,5,402.0566
1,1,0,1,0,0,0,0,1,1,0,0,1,1,9,401.486
