root,opt_useAddressPrecalc,opt_vectorize,simd_avoidUnaligned,data_alignFieldPointers,opt_unroll_interleave,no_explorationId,explorationId,poly_tileSize_x,poly_tileSize_y,poly_tileSize_z,performance
1,0,0,0,0,0,0,2,64,10,0,9375.4
1,0,0,0,0,0,0,3,64,10,0,8634.8
1,0,0,0,0,0,0,4,64,10,0,8529.2
1,0,0,0,0,0,0,1,128,10,0,8471.2
1,0,0,0,0,0,0,2,128,10,0,8071
1,0,0,0,0,0,0,3,128,10,0,7572
1,0,0,0,0,0,0,4,128,10,0,7559.6
1,0,0,0,0,0,0,1,0,16,0,6022.2
1,0,0,0,0,0,0,2,0,16,0,5985.2
1,0,0,0,0,0,0,3,0,16,0,5629
1,0,0,0,0,0,0,4,0,16,0,5632.2
1,0,0,0,0,0,0,1,8,16,0,13051.8
1,0,0,0,0,0,0,2,8,16,0,12353.4
1,0,0,0,0,0,0,3,8,16,0,11761.6
1,0,0,0,0,0,0,4,8,16,0,11551
1,0,0,0,0,0,0,1,10,16,0,12277.2
1,0,0,0,0,0,0,2,10,16,0,11564
1,0,0,0,0,0,0,3,10,16,0,11072.8
1,0,0,0,0,0,0,4,10,16,0,10633.2
1,0,0,0,0,0,0,1,16,16,0,10764.2
1,0,0,0,0,0,0,2,16,16,0,9981.4
1,0,0,0,0,0,0,3,16,16,0,9591
1,0,0,0,0,0,0,4,16,16,0,9208.6
1,0,0,0,0,0,0,1,20,16,0,10385.4
1,0,0,0,0,0,0,2,20,16,0,9961.4
1,0,0,0,0,0,0,3,20,16,0,9188.2
1,0,0,0,0,0,0,4,20,16,0,8843.2
1,0,0,0,0,0,0,1,32,16,0,9516.8
1,0,0,0,0,0,0,2,32,16,0,8731.6
1,0,0,0,0,0,0,3,32,16,0,8307
1,0,0,0,0,0,0,4,32,16,0,8118.6
1,0,0,0,0,0,0,1,64,16,0,8802.2
1,0,0,0,0,0,0,2,64,16,0,8079.2
1,0,0,0,0,0,0,3,64,16,0,7547.6
1,0,0,0,0,0,0,4,64,16,0,7495.8
1,0,0,0,0,0,0,1,128,16,0,7569.6
1,0,0,0,0,0,0,2,128,16,0,7155.6
1,0,0,0,0,0,0,3,128,16,0,6732.2
1,0,0,0,0,0,0,4,128,16,0,6712.6
1,0,0,0,0,0,0,1,0,20,0,5945
1,0,0,0,0,0,0,2,0,20,0,5919.2
1,0,0,0,0,0,0,3,0,20,0,5540.2
1,0,0,0,0,0,0,4,0,20,0,5538
1,0,0,0,0,0,0,1,8,20,0,12690.8
1,0,0,0,0,0,0,2,8,20,0,11820.6
1,0,0,0,0,0,0,3,8,20,0,11309.4
1,0,0,0,0,0,0,4,8,20,0,10987.2
1,0,0,0,0,0,0,1,10,20,0,11927.4
1,0,0,0,0,0,0,2,10,20,0,11145.2
1,0,0,0,0,0,0,3,10,20,0,10640.4
1,0,0,0,0,0,0,4,10,20,0,10283.4
1,0,0,0,0,0,0,1,16,20,0,10564.2
1,0,0,0,0,0,0,2,16,20,0,9731.4
1,0,0,0,0,0,0,3,16,20,0,9370.8
1,0,0,0,0,0,0,4,16,20,0,8930
1,0,0,0,0,0,0,1,20,20,0,10051.4
1,0,0,0,0,0,0,2,20,20,0,9752.6
1,0,0,0,0,0,0,3,20,20,0,8893.6
1,0,0,0,0,0,0,4,20,20,0,8550.8
1,0,0,0,0,0,0,1,32,20,0,9253.2
1,0,0,0,0,0,0,2,32,20,0,8497.6
1,0,0,0,0,0,0,3,32,20,0,8048.2
1,0,0,0,0,0,0,4,32,20,0,7869.2
1,0,0,0,0,0,0,1,64,20,0,8575.2
1,0,0,0,0,0,0,2,64,20,0,7808.4
1,0,0,0,0,0,0,3,64,20,0,7293.4
1,0,0,0,0,0,0,4,64,20,0,7239.8
1,0,0,0,0,0,0,1,128,20,0,7380
1,0,0,0,0,0,0,2,128,20,0,7042.4
1,0,0,0,0,0,0,3,128,20,0,6569
1,0,0,0,0,0,0,4,128,20,0,6549
1,0,0,0,0,0,0,1,0,32,0,5830.6
1,0,0,0,0,0,0,2,0,32,0,5816
1,0,0,0,0,0,0,3,0,32,0,5402
1,0,0,0,0,0,0,4,0,32,0,5403.8
1,0,0,0,0,0,0,1,8,32,0,11825.4
1,0,0,0,0,0,0,2,8,32,0,10967
1,0,0,0,0,0,0,3,8,32,0,10784.2
1,0,0,0,0,0,0,4,8,32,0,10349
1,0,0,0,0,0,0,1,10,32,0,11124.8
1,0,0,0,0,0,0,2,10,32,0,10526.8
1,0,0,0,0,0,0,3,10,32,0,10129.6
1,0,0,0,0,0,0,4,10,32,0,9762.2
1,0,0,0,0,0,0,1,16,32,0,9909.2
1,0,0,0,0,0,0,2,16,32,0,9088
1,0,0,0,0,0,0,3,16,32,0,8867
1,0,0,0,0,0,0,4,16,32,0,8519.6
1,0,0,0,0,0,0,1,20,32,0,9525.2
1,0,0,0,0,0,0,2,20,32,0,9295.8
1,0,0,0,0,0,0,3,20,32,0,8399
1,0,0,0,0,0,0,4,20,32,0,8145.8
1,0,0,0,0,0,0,1,32,32,0,8834.4
1,0,0,0,0,0,0,2,32,32,0,7971.8
1,0,0,0,0,0,0,3,32,32,0,7607.2
1,0,0,0,0,0,0,4,32,32,0,7444
1,0,0,0,0,0,0,1,64,32,0,8295
1,0,0,0,0,0,0,2,64,32,0,7358.6
1,0,0,0,0,0,0,3,64,32,0,6936.8
1,0,0,0,0,0,0,4,64,32,0,6851
1,0,0,0,0,0,0,1,128,32,0,7189
1,0,0,0,0,0,0,2,128,32,0,6912.6
1,0,0,0,0,0,0,3,128,32,0,6503
1,0,0,0,0,0,0,4,128,32,0,6448.8
1,0,0,0,0,0,0,1,0,64,0,5847.4
1,0,0,0,0,0,0,2,0,64,0,5826
1,0,0,0,0,0,0,3,0,64,0,5459.2
1,0,0,0,0,0,0,4,0,64,0,5464.2
1,0,0,0,0,0,0,1,8,64,0,10965.6
1,0,0,0,0,0,0,2,8,64,0,10352
1,0,0,0,0,0,0,3,8,64,0,10038
1,0,0,0,0,0,0,4,8,64,0,9706.4
1,0,0,0,0,0,0,1,10,64,0,10383.4
1,0,0,0,0,0,0,2,10,64,0,10118.2
1,0,0,0,0,0,0,3,10,64,0,9393.2
1,0,0,0,0,0,0,4,10,64,0,9219.6
1,0,0,0,0,0,0,1,16,64,0,9358.6
1,0,0,0,0,0,0,2,16,64,0,8565.4
1,0,0,0,0,0,0,3,16,64,0,8252
1,0,0,0,0,0,0,4,16,64,0,8055.4
1,0,0,0,0,0,0,1,20,64,0,9035.8
1,0,0,0,0,0,0,2,20,64,0,8906.8
1,0,0,0,0,0,0,3,20,64,0,7883.2
1,0,0,0,0,0,0,4,20,64,0,7713
1,0,0,0,0,0,0,1,32,64,0,8533.8
1,0,0,0,0,0,0,2,32,64,0,7538.8
1,0,0,0,0,0,0,3,32,64,0,7218.6
1,0,0,0,0,0,0,4,32,64,0,7063
1,0,0,0,0,0,0,1,64,64,0,8234.2
1,0,0,0,0,0,0,2,64,64,0,7091
1,0,0,0,0,0,0,3,64,64,0,6746.4
1,0,0,0,0,0,0,4,64,64,0,6548.2
1,0,0,0,0,0,0,1,128,64,0,7111.8
1,0,0,0,0,0,0,2,128,64,0,6738.6
1,0,0,0,0,0,0,3,128,64,0,6413.6
1,0,0,0,0,0,0,4,128,64,0,6268.2
1,0,0,0,0,0,0,1,0,128,0,7617.8
1,0,0,0,0,0,0,2,0,128,0,7563
1,0,0,0,0,0,0,3,0,128,0,7264.8
1,0,0,0,0,0,0,4,0,128,0,7256.2
1,0,0,0,0,0,0,1,8,128,0,10504
1,0,0,0,0,0,0,2,8,128,0,9934.2
1,0,0,0,0,0,0,3,8,128,0,9555
1,0,0,0,0,0,0,4,8,128,0,9343
1,0,0,0,0,0,0,1,10,128,0,9931.8
1,0,0,0,0,0,0,2,10,128,0,9761.6
1,0,0,0,0,0,0,3,10,128,0,8978.4
1,0,0,0,0,0,0,4,10,128,0,8939
1,0,0,0,0,0,0,1,16,128,0,9047.6
1,0,0,0,0,0,0,2,16,128,0,8245
1,0,0,0,0,0,0,3,16,128,0,7991.4
1,0,0,0,0,0,0,4,16,128,0,7832.8
1,0,0,0,0,0,0,1,20,128,0,8806
1,0,0,0,0,0,0,2,20,128,0,8715.6
1,0,0,0,0,0,0,3,20,128,0,7665.4
1,0,0,0,0,0,0,4,20,128,0,7515.6
1,0,0,0,0,0,0,1,32,128,0,8453
1,0,0,0,0,0,0,2,32,128,0,7416.2
1,0,0,0,0,0,0,3,32,128,0,7091.6
1,0,0,0,0,0,0,4,32,128,0,6959.4
1,0,0,0,0,0,0,1,64,128,0,8206
1,0,0,0,0,0,0,2,64,128,0,7073
1,0,0,0,0,0,0,3,64,128,0,6724.2
1,0,0,0,0,0,0,4,64,128,0,6500.2
1,0,0,0,0,0,0,1,128,128,0,7417.6
1,0,0,0,0,0,0,2,128,128,0,7250.8
1,0,0,0,0,0,0,3,128,128,0,6642.4
1,0,0,0,0,0,0,4,128,128,0,6373.4
1,0,0,0,0,0,0,1,0,0,8,8284.6
1,0,0,0,0,0,0,2,0,0,8,8263.2
1,0,0,0,0,0,0,3,0,0,8,8110.2
1,0,0,0,0,0,0,4,0,0,8,8114.2
1,0,0,0,0,0,0,1,8,0,8,8140
1,0,0,0,0,0,0,2,8,0,8,8414.4
1,0,0,0,0,0,0,3,8,0,8,7108.8
1,0,0,0,0,0,0,4,8,0,8,7506.8
1,0,0,0,0,0,0,1,10,0,8,8022
1,0,0,0,0,0,0,2,10,0,8,8264.8
1,0,0,0,0,0,0,3,10,0,8,7073.8
1,0,0,0,0,0,0,4,10,0,8,7657.8
1,0,0,0,0,0,0,1,16,0,8,8017
1,0,0,0,0,0,0,2,16,0,8,8338.6
1,0,0,0,0,0,0,3,16,0,8,7087.8
1,0,0,0,0,0,0,4,16,0,8,7622
1,0,0,0,0,0,0,1,20,0,8,8241.4
1,0,0,0,0,0,0,2,20,0,8,8240.8
1,0,0,0,0,0,0,3,20,0,8,7208
1,0,0,0,0,0,0,4,20,0,8,7704.2
1,0,0,0,0,0,0,1,32,0,8,8512.2
1,0,0,0,0,0,0,2,32,0,8,8270.8
1,0,0,0,0,0,0,3,32,0,8,7293
1,0,0,0,0,0,0,4,32,0,8,7637.4
1,0,0,0,0,0,0,1,64,0,8,9412.2
1,0,0,0,0,0,0,2,64,0,8,9981.2
1,0,0,0,0,0,0,3,64,0,8,7734.6
1,0,0,0,0,0,0,4,64,0,8,9055.4
1,0,0,0,0,0,0,1,128,0,8,9865.2
1,0,0,0,0,0,0,2,128,0,8,10049.8
1,0,0,0,0,0,0,3,128,0,8,9273
1,0,0,0,0,0,0,4,128,0,8,9733.8
1,0,0,0,0,0,0,1,0,8,8,6420
1,0,0,0,0,0,0,2,0,8,8,6407.6
1,0,0,0,0,0,0,3,0,8,8,5905
1,0,0,0,0,0,0,4,0,8,8,5904.8
1,0,0,0,0,0,0,1,8,8,8,16045.6
1,0,0,0,0,0,0,2,8,8,8,15935
1,0,0,0,0,0,0,3,8,8,8,14667.4
1,0,0,0,0,0,0,4,8,8,8,14627.8
1,0,0,0,0,0,0,1,10,8,8,14431
1,0,0,0,0,0,0,2,10,8,8,14169.2
1,0,0,0,0,0,0,3,10,8,8,13183
1,0,0,0,0,0,0,4,10,8,8,13064.6
1,0,0,0,0,0,0,1,16,8,8,11665
1,0,0,0,0,0,0,2,16,8,8,11474.2
1,0,0,0,0,0,0,3,16,8,8,10476.8
1,0,0,0,0,0,0,4,16,8,8,10491.2
1,0,0,0,0,0,0,1,20,8,8,11024
1,0,0,0,0,0,0,2,20,8,8,10849.6
1,0,0,0,0,0,0,3,20,8,8,9750.4
1,0,0,0,0,0,0,4,20,8,8,9731.2
1,0,0,0,0,0,0,1,32,8,8,9924.8
1,0,0,0,0,0,0,2,32,8,8,9412.4
1,0,0,0,0,0,0,3,32,8,8,8556.4
1,0,0,0,0,0,0,4,32,8,8,8533.8
1,0,0,0,0,0,0,1,64,8,8,8898.4
1,0,0,0,0,0,0,2,64,8,8,8248.6
1,0,0,0,0,0,0,3,64,8,8,7453.8
1,0,0,0,0,0,0,4,64,8,8,7443.6
1,0,0,0,0,0,0,1,128,8,8,7676.6
1,0,0,0,0,0,0,2,128,8,8,7478
1,0,0,0,0,0,0,3,128,8,8,6802.6
1,0,0,0,0,0,0,4,128,8,8,6796
1,0,0,0,0,0,0,1,0,10,8,6769
1,0,0,0,0,0,0,2,0,10,8,6773.8
1,0,0,0,0,0,0,3,0,10,8,6161.6
1,0,0,0,0,0,0,4,0,10,8,6162
1,0,0,0,0,0,0,1,8,10,8,15334.2
1,0,0,0,0,0,0,2,8,10,8,14762.8
1,0,0,0,0,0,0,3,8,10,8,13822.6
1,0,0,0,0,0,0,4,8,10,8,13620
1,0,0,0,0,0,0,1,10,10,8,13805.6
1,0,0,0,0,0,0,2,10,10,8,13563.6
1,0,0,0,0,0,0,3,10,10,8,12371
1,0,0,0,0,0,0,4,10,10,8,12152.4
1,0,0,0,0,0,0,1,16,10,8,11598.8
1,0,0,0,0,0,0,2,16,10,8,11111.4
1,0,0,0,0,0,0,3,16,10,8,10225.4
1,0,0,0,0,0,0,4,16,10,8,10124
1,0,0,0,0,0,0,1,20,10,8,11041.2
1,0,0,0,0,0,0,2,20,10,8,10888
1,0,0,0,0,0,0,3,20,10,8,9562.2
1,0,0,0,0,0,0,4,20,10,8,9492.8
1,0,0,0,0,0,0,1,32,10,8,10157.2
1,0,0,0,0,0,0,2,32,10,8,9432.8
1,0,0,0,0,0,0,3,32,10,8,8587.2
1,0,0,0,0,0,0,4,32,10,8,8563.6
1,0,0,0,0,0,0,1,64,10,8,9303.2
1,0,0,0,0,0,0,2,64,10,8,8441
1,0,0,0,0,0,0,3,64,10,8,7618.2
1,0,0,0,0,0,0,4,64,10,8,7602.4
1,0,0,0,0,0,0,1,128,10,8,7967.8
1,0,0,0,0,0,0,2,128,10,8,7760
1,0,0,0,0,0,0,3,128,10,8,7016
1,0,0,0,0,0,0,4,128,10,8,7015.4
1,0,0,0,0,0,0,1,0,16,8,6324.8
1,0,0,0,0,0,0,2,0,16,8,6313
1,0,0,0,0,0,0,3,0,16,8,5830.6
1,0,0,0,0,0,0,4,0,16,8,5841.4
1,0,0,0,0,0,0,1,8,16,8,11936.4
1,0,0,0,0,0,0,2,8,16,8,11477.4
1,0,0,0,0,0,0,3,8,16,8,10636.4
1,0,0,0,0,0,0,4,8,16,8,10537.4
1,0,0,0,0,0,0,1,10,16,8,11016.6
1,0,0,0,0,0,0,2,10,16,8,10731.4
1,0,0,0,0,0,0,3,10,16,8,9846.4
1,0,0,0,0,0,0,4,10,16,8,9717.2
1,0,0,0,0,0,0,1,16,16,8,9572.6
1,0,0,0,0,0,0,2,16,16,8,9176.4
1,0,0,0,0,0,0,3,16,16,8,8436.4
1,0,0,0,0,0,0,4,16,16,8,8356.2
1,0,0,0,0,0,0,1,20,16,8,9280.6
1,0,0,0,0,0,0,2,20,16,8,9123.8
1,0,0,0,0,0,0,3,20,16,8,8088.8
1,0,0,0,0,0,0,4,20,16,8,8023.2
1,0,0,0,0,0,0,1,32,16,8,8772.6
1,0,0,0,0,0,0,2,32,16,8,8177.2
1,0,0,0,0,0,0,3,32,16,8,7514.6
1,0,0,0,0,0,0,4,32,16,8,7460
1,0,0,0,0,0,0,1,64,16,8,8304.4
1,0,0,0,0,0,0,2,64,16,8,7558
1,0,0,0,0,0,0,3,64,16,8,6911.2
1,0,0,0,0,0,0,4,64,16,8,6870.2
1,0,0,0,0,0,0,1,128,16,8,7272.8
1,0,0,0,0,0,0,2,128,16,8,7041.8
1,0,0,0,0,0,0,3,128,16,8,6492
1,0,0,0,0,0,0,4,128,16,8,6472.8
1,0,0,0,0,0,0,1,0,20,8,6305.6
1,0,0,0,0,0,0,2,0,20,8,6292.6
1,0,0,0,0,0,0,3,0,20,8,5803
1,0,0,0,0,0,0,4,0,20,8,5809.2
1,0,0,0,0,0,0,1,8,20,8,11051
1,0,0,0,0,0,0,2,8,20,8,10615.4
1,0,0,0,0,0,0,3,8,20,8,9839.8
1,0,0,0,0,0,0,4,8,20,8,9671
1,0,0,0,0,0,0,1,10,20,8,10285.2
1,0,0,0,0,0,0,2,10,20,8,9979.2
1,0,0,0,0,0,0,3,10,20,8,9149.4
1,0,0,0,0,0,0,4,10,20,8,9009.4
1,0,0,0,0,0,0,1,16,20,8,9172
1,0,0,0,0,0,0,2,16,20,8,8711.8
1,0,0,0,0,0,0,3,16,20,8,8042.6
1,0,0,0,0,0,0,4,16,20,8,7926.2
1,0,0,0,0,0,0,1,20,20,8,8945
1,0,0,0,0,0,0,2,20,20,8,8754
1,0,0,0,0,0,0,3,20,20,8,7759.4
1,0,0,0,0,0,0,4,20,20,8,7701.2
1,0,0,0,0,0,0,1,32,20,8,8620.8
1,0,0,0,0,0,0,2,32,20,8,7957.8
1,0,0,0,0,0,0,3,32,20,8,7337.8
1,0,0,0,0,0,0,4,32,20,8,7261.6
1,0,0,0,0,0,0,1,64,20,8,8187
1,0,0,0,0,0,0,2,64,20,8,7433.8
1,0,0,0,0,0,0,3,64,20,8,6832.4
1,0,0,0,0,0,0,4,64,20,8,6774.4
1,0,0,0,0,0,0,1,128,20,8,7146.2
1,0,0,0,0,0,0,2,128,20,8,6943.6
1,0,0,0,0,0,0,3,128,20,8,6451.4
1,0,0,0,0,0,0,4,128,20,8,6413.8
1,0,0,0,0,0,0,1,0,32,8,6258.2
1,0,0,0,0,0,0,2,0,32,8,6251.8
1,0,0,0,0,0,0,3,0,32,8,5803.6
1,0,0,0,0,0,0,4,0,32,8,5812.8
1,0,0,0,0,0,0,1,8,32,8,9652.6
1,0,0,0,0,0,0,2,8,32,8,9179.2
1,0,0,0,0,0,0,3,8,32,8,8546.8
1,0,0,0,0,0,0,4,8,32,8,8428
1,0,0,0,0,0,0,1,10,32,8,9166
1,0,0,0,0,0,0,2,10,32,8,8826
1,0,0,0,0,0,0,3,10,32,8,8145.4
1,0,0,0,0,0,0,4,10,32,8,7983.4
1,0,0,0,0,0,0,1,16,32,8,8403.6
1,0,0,0,0,0,0,2,16,32,8,7955.6
1,0,0,0,0,0,0,3,16,32,8,7399.2
1,0,0,0,0,0,0,4,16,32,8,7308.2
1,0,0,0,0,0,0,1,20,32,8,8342.6
1,0,0,0,0,0,0,2,20,32,8,8149.8
1,0,0,0,0,0,0,3,20,32,8,7290.4
1,0,0,0,0,0,0,4,20,32,8,7198.8
1,0,0,0,0,0,0,1,32,32,8,8240.8
1,0,0,0,0,0,0,2,32,32,8,7548
1,0,0,0,0,0,0,3,32,32,8,7040.2
1,0,0,0,0,0,0,4,32,32,8,6946.4
1,0,0,0,0,0,0,1,64,32,8,7959.8
1,0,0,0,0,0,0,2,64,32,8,7161.6
1,0,0,0,0,0,0,3,64,32,8,6728
1,0,0,0,0,0,0,4,64,32,8,6635.2
1,0,0,0,0,0,0,1,128,32,8,7061.2
1,0,0,0,0,0,0,2,128,32,8,6855.4
1,0,0,0,0,0,0,3,128,32,8,6439.6
1,0,0,0,0,0,0,4,128,32,8,6367.8
1,0,0,0,0,0,0,1,0,64,8,6321.2
1,0,0,0,0,0,0,2,0,64,8,6317.4
1,0,0,0,0,0,0,3,0,64,8,5934
1,0,0,0,0,0,0,4,0,64,8,5946.6
1,0,0,0,0,0,0,1,8,64,8,8570.6
1,0,0,0,0,0,0,2,8,64,8,8064.4
1,0,0,0,0,0,0,3,8,64,8,7569.2
1,0,0,0,0,0,0,4,8,64,8,7428.8
1,0,0,0,0,0,0,1,10,64,8,8275
1,0,0,0,0,0,0,2,10,64,8,7935.8
1,0,0,0,0,0,0,3,10,64,8,7326
1,0,0,0,0,0,0,4,10,64,8,7191.8
1,0,0,0,0,0,0,1,16,64,8,7847.6
1,0,0,0,0,0,0,2,16,64,8,7354.4
1,0,0,0,0,0,0,3,16,64,8,6923.6
1,0,0,0,0,0,0,4,16,64,8,6804.8
1,0,0,0,0,0,0,1,20,64,8,7909.4
1,0,0,0,0,0,0,2,20,64,8,7677
1,0,0,0,0,0,0,3,20,64,8,6911.2
1,0,0,0,0,0,0,4,20,64,8,6792.6
1,0,0,0,0,0,0,1,32,64,8,7981.6
1,0,0,0,0,0,0,2,32,64,8,7239.2
1,0,0,0,0,0,0,3,32,64,8,6804.6
1,0,0,0,0,0,0,4,32,64,8,6682.8
1,0,0,0,0,0,0,1,64,64,8,7939.6
1,0,0,0,0,0,0,2,64,64,8,6971
1,0,0,0,0,0,0,3,64,64,8,6702.2
1,0,0,0,0,0,0,4,64,64,8,6506.8
1,0,0,0,0,0,0,1,128,64,8,7181
1,0,0,0,0,0,0,2,128,64,8,6883
1,0,0,0,0,0,0,3,128,64,8,6570.4
1,0,0,0,0,0,0,4,128,64,8,6423
1,0,0,0,0,0,0,1,0,128,8,7694.2
1,0,0,0,0,0,0,2,0,128,8,7751
1,0,0,0,0,0,0,3,0,128,8,7478.4
1,0,0,0,0,0,0,4,0,128,8,7450.8
1,0,0,0,0,0,0,1,8,128,8,8122
1,0,0,0,0,0,0,2,8,128,8,7645.4
1,0,0,0,0,0,0,3,8,128,8,7099.8
1,0,0,0,0,0,0,4,8,128,8,6976.8
1,0,0,0,0,0,0,1,10,128,8,7917.4
1,0,0,0,0,0,0,2,10,128,8,7597
1,0,0,0,0,0,0,3,10,128,8,6958.4
1,0,0,0,0,0,0,4,10,128,8,6854.6
1,0,0,0,0,0,0,1,16,128,8,7638.4
1,0,0,0,0,0,0,2,16,128,8,7142.2
1,0,0,0,0,0,0,3,16,128,8,6699.2
1,0,0,0,0,0,0,4,16,128,8,6605.6
1,0,0,0,0,0,0,1,20,128,8,7750.2
1,0,0,0,0,0,0,2,20,128,8,7519.4
1,0,0,0,0,0,0,3,20,128,8,6758.8
1,0,0,0,0,0,0,4,20,128,8,6626.2
1,0,0,0,0,0,0,1,32,128,8,7938.6
1,0,0,0,0,0,0,2,32,128,8,7140.8
1,0,0,0,0,0,0,3,32,128,8,6727
1,0,0,0,0,0,0,4,32,128,8,6611.2
1,0,0,0,0,0,0,1,64,128,8,8011
1,0,0,0,0,0,0,2,64,128,8,7054.4
1,0,0,0,0,0,0,3,64,128,8,6767.8
1,0,0,0,0,0,0,4,64,128,8,6554.8
1,0,0,0,0,0,0,1,128,128,8,7705.4
1,0,0,0,0,0,0,2,128,128,8,7209.8
1,0,0,0,0,0,0,3,128,128,8,7027.8
1,0,0,0,0,0,0,4,128,128,8,6788.8
1,0,0,0,0,0,0,1,0,0,10,8284.4
1,0,0,0,0,0,0,2,0,0,10,8273.6
1,0,0,0,0,0,0,3,0,0,10,8100.8
1,0,0,0,0,0,0,4,0,0,10,8121
1,0,0,0,0,0,0,1,8,0,10,8216.2
